channel,lmin,lmax,lmax_alm,use_full_m,welch,f0,f1,idx0,idx1,psd_f0,psd_f1,p_mc_f0,p_mc_f1,mc
TT,128,146,512,True,True,0.0072973525205055605,0.007194244604316547,15,15,0.7874444385914365,0.7874444385914365,0.6946107784431138,0.6946107784431138,500
EE,128,146,512,True,True,0.0072973525205055605,0.007194244604316547,15,15,1.0192109616548084,1.0192109616548084,0.4091816367265469,0.4091816367265469,500
BB,128,146,512,True,True,0.0072973525205055605,0.007194244604316547,15,15,1.3079137294327614,1.3079137294327614,0.18962075848303392,0.18962075848303392,500
