channel,nside_out,nlat,nlon,lat_cut_deg,field,window2d,radial,null,mc,seed,k_target,obs_psd,p_mc
TT,256,512,1024,0.0,value,hann,True,,0,0,137,3.4021858496382416e-08,nan
TT,256,512,1024,0.0,value,hann,True,,0,0,139,3.2650895175480823e-08,nan
