source,n_primes,n_c1,n_c3,E_c1,E_c3,delta_E,z_c1,z_c3,delta_z,p_value,verdict
# No results - all datasets had insufficient prime data for mod-4 class testing
# See mod4_class_energy.md for detailed explanation
