channel,nside_out,nlat,nlon,lat_cut_deg,field,window2d,radial,null,mc,seed,k,obs_psd,mc_mean,mc_std,z,p_tail
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,168,2.1472425408030903e-08,1.7897812683373892e-08,2.111186276850836e-09,1.6931773211358232,0.052
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,169,1.9856396658558114e-08,1.7875970791699423e-08,2.143563392547406e-09,0.9238942378583718,0.188
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,170,1.7823217557995474e-08,1.7567937524443204e-08,2.095888795060221e-09,0.1218003713526867,0.384
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,171,1.930880943398247e-08,1.768822808501523e-08,1.995757866729907e-09,0.8120130081824989,0.196
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,172,2.1134624332143257e-08,1.8224925322746266e-08,2.2374456916685126e-09,1.3004557027827408,0.114
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,173,2.1765844874739456e-08,1.727317678193758e-08,2.076175730065753e-09,2.1639151386571656,0.026
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,174,2.0538689641320897e-08,1.7490919826640892e-08,2.1423547413752703e-09,1.4226261206038688,0.072
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,175,1.8464617362904623e-08,1.7434489523630553e-08,2.077102108792026e-09,0.4959447274708889,0.298
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,176,1.8440592985082124e-08,1.7241814337646414e-08,2.065494762789332e-09,0.5803832907408721,0.238
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,177,1.9656793057834095e-08,1.762672506759842e-08,2.2320441062332163e-09,0.9095106967494502,0.17
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,178,1.910009640760639e-08,1.68619549094497e-08,2.1101279908132997e-09,1.060666228731485,0.132
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,179,1.7049359462565978e-08,1.720738210061164e-08,2.0853582749833226e-09,-0.07577721293331602,0.508
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,180,1.823460976389815e-08,1.685031302668503e-08,2.0054680911665423e-09,0.6902611631222221,0.228
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,181,1.8451430059150857e-08,1.6939291896755747e-08,2.004418639002584e-09,0.7544023653399887,0.204
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,182,1.9254381808974384e-08,1.6746966557624206e-08,1.9458365909637935e-09,1.288605252359978,0.106
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,183,1.7364320362526527e-08,1.6561523779389137e-08,1.9111758530380432e-09,0.4200537495601191,0.298
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,184,1.72941205265518e-08,1.657496772656321e-08,1.9570779427341226e-09,0.36746252373776234,0.346
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,185,1.7529623406214844e-08,1.6561753017829127e-08,1.988672749575876e-09,0.48669163319713327,0.3
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,186,1.664962188003857e-08,1.632182012825269e-08,2.060496786431366e-09,0.1590886983879306,0.372
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,187,1.799470432426676e-08,1.6242517216706435e-08,1.905455079937626e-09,0.9195635866775098,0.17
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,188,1.7054190087908434e-08,1.6171459757149874e-08,2.0094267510378444e-09,0.4392946049427479,0.304
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,189,1.8296013470804303e-08,1.6176621028616315e-08,2.031322549279964e-09,1.0433559372140293,0.144
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,190,1.873095799472893e-08,1.6025755455609568e-08,1.9495105402737514e-09,1.387631655861423,0.086
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,191,1.7540992726863727e-08,1.5931410054637666e-08,2.0033489240308067e-09,0.8034459963107803,0.206
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,192,1.4835969065883471e-08,1.6178728464943738e-08,2.0445244294725226e-09,-0.6567587942232083,0.726
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,193,1.6071889453732175e-08,1.597980798420821e-08,1.95728682143844e-09,0.047045465445015276,0.452
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,194,1.5655146721280673e-08,1.584692444420792e-08,1.9799475162519604e-09,-0.0968600032844714,0.496
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,195,1.541565298139642e-08,1.5526504791430192e-08,1.841102929054122e-09,-0.06020945830047841,0.47
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,196,1.5745988156833567e-08,1.563375372797944e-08,1.8602346190549606e-09,0.060333480360205916,0.42
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,197,1.6113887219824874e-08,1.539080656588072e-08,1.877697654625867e-09,0.3850889690162764,0.316
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,198,1.538889125716696e-08,1.555816168116978e-08,1.947243208667395e-09,-0.08692823949744839,0.498
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,199,1.319851641968354e-08,1.5255473552129634e-08,1.8675541882178395e-09,-1.1014176431522973,0.886
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,200,1.3836274795617353e-08,1.5716574497805357e-08,1.9750560067386326e-09,-0.9520234847886174,0.848
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,201,1.4059727602389307e-08,1.551193771077047e-08,2.01083840866678e-09,-0.7221913516879769,0.762
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,202,1.5145720908993843e-08,1.5172540636516678e-08,1.9430869724687033e-09,-0.013802638740745663,0.448
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,203,1.6781350702003214e-08,1.555615036843701e-08,1.888845197268398e-09,0.6486504745534778,0.242
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,204,1.573210082938559e-08,1.5238535129345914e-08,1.8500409345122874e-09,0.26678636717289167,0.368
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,205,1.7761843599324763e-08,1.5250058017991668e-08,1.8438060366299183e-09,1.362282979572027,0.088
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,206,1.3614264855017285e-08,1.4963906783250934e-08,1.867840021221362e-09,-0.7225682675709727,0.772
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,207,1.3187731846263387e-08,1.4960412297055826e-08,1.8830340048280285e-09,-0.9413958782726988,0.836
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,208,1.4050512359645585e-08,1.4760497033692941e-08,1.781934513959754e-09,-0.3984347732676511,0.632
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,209,1.237832098718879e-08,1.4715616129648473e-08,1.894925981562388e-09,-1.2334493089448049,0.918
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,210,1.1146618650573845e-08,1.5257426212343572e-08,1.9451561023638873e-09,-2.1133561243614283,0.992
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,211,1.2145145841098744e-08,1.456152563722078e-08,1.802911451757393e-09,-1.3402653767419705,0.93
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,212,1.2289233219143352e-08,1.4177846222447609e-08,1.6835842621679211e-09,-1.1217810986616878,0.886
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,213,1.145479659146133e-08,1.4353461878703594e-08,1.8977413252369154e-09,-1.5274290803992445,0.974
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,214,1.1982304505127215e-08,1.4098951499807448e-08,1.8224192204656535e-09,-1.16144900740204,0.896
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,215,1.1363390980412505e-08,1.4651215505614191e-08,1.911378225767767e-09,-1.7201328763076316,0.984
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,216,1.0459837098089837e-08,1.3877706770402395e-08,1.6638693541423749e-09,-2.054169495822144,0.996
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,217,1.0680376892192842e-08,1.405699644065662e-08,1.754862339149406e-09,-1.9241506716136203,0.99
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,218,1.0460581128735349e-08,1.4548845534633841e-08,1.8736283324202673e-09,-2.1820039413139423,0.998
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,219,1.0883764215236486e-08,1.4253705387729924e-08,1.7838185161325286e-09,-1.8891726607927355,0.994
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,220,1.187423293529129e-08,1.4633429529467789e-08,1.8684309210741746e-09,-1.4767453070141963,0.954
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,221,1.1907040143243063e-08,1.4087908663986701e-08,1.7492578669882034e-09,-1.246739295503963,0.908
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,222,1.1447494944006067e-08,1.3900254920424003e-08,1.7533357152752662e-09,-1.3989106336277781,0.95
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,223,1.0569198934083027e-08,1.377763038783178e-08,1.7484727687962181e-09,-1.8349908051228514,0.992
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,224,1.1099822743751816e-08,1.3824391730884432e-08,1.683784943405227e-09,-1.6181217190495507,0.966
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,225,1.0374621102757212e-08,1.3722547414210534e-08,1.7800319065498507e-09,-1.8808237645259096,0.996
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,226,1.1224200084254716e-08,1.3546263647823838e-08,1.6727047590212184e-09,-1.3882088581656669,0.948
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,227,1.1350715497573248e-08,1.3725633512625018e-08,1.7063216013165016e-09,-1.391834934996672,0.95
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,228,1.1448170189231816e-08,1.3384946823935937e-08,1.5182496655249318e-09,-1.275664127371623,0.92
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,229,1.0392783110860987e-08,1.3214123744926971e-08,1.5366322022433978e-09,-1.8360546069169863,0.986
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,230,1.0589653273113523e-08,1.339782751541102e-08,1.6718012010033938e-09,-1.6797297672785896,0.978
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,231,1.0509849265557547e-08,1.3064973834284957e-08,1.5526903536750332e-09,-1.6456111565836256,0.972
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,232,1.015999610745157e-08,1.306624682657909e-08,1.4626501412957845e-09,-1.9869759945141952,0.992
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,233,9.74748168890098e-09,1.2653083283940031e-08,1.4648851335819037e-09,-1.9835013192702282,0.994
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,234,1.0652041020223621e-08,1.2915057400088591e-08,1.5719087333275945e-09,-1.4396614331891653,0.952
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,235,1.0162689138157517e-08,1.2970126684664269e-08,1.6006415460322374e-09,-1.7539451937043553,0.982
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,236,9.112093983292987e-09,1.2700064042230224e-08,1.5572003776682366e-09,-2.3041158417325134,0.996
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,237,8.240474564138232e-09,1.2796375279866622e-08,1.5474454097532664e-09,-2.94414309352264,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,238,7.1143815262221615e-09,1.2644805226059628e-08,1.6520631254676082e-09,-3.3475861875871766,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,239,8.569828664495512e-09,1.2897234525456751e-08,1.6710591490732355e-09,-2.589618604081852,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,240,9.822956515360622e-09,1.266430967107236e-08,1.5326329031857215e-09,-1.8539032731228193,0.99
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,241,9.675081184989168e-09,1.2451074112403225e-08,1.4361745081311956e-09,-1.932907812871768,0.986
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,242,8.472410823880241e-09,1.2700106305907855e-08,1.5178453569161657e-09,-2.7853268864076512,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,243,8.249777432544632e-09,1.2432832845862568e-08,1.657085124316334e-09,-2.524345522106926,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,244,7.973744589021113e-09,1.2464506069920296e-08,1.5029614852023168e-09,-2.9879418236021342,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,245,7.644800203768032e-09,1.2645820461794807e-08,1.5289265762358436e-09,-3.2709355280742707,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,246,6.602065265295846e-09,1.2470429400090459e-08,1.555259394009343e-09,-3.773238186117884,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,247,6.202098008350175e-09,1.2621587993278102e-08,1.5883808646715591e-09,-4.041530672969502,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,248,7.001371868020396e-09,1.253544367886118e-08,1.5821429426336036e-09,-3.4978330097209027,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,249,7.5512007101799e-09,1.2507579116136436e-08,1.513222865863378e-09,-3.275379005807347,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,250,7.305518754723145e-09,1.205343405696376e-08,1.5125174759586017e-09,-3.139081285147787,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,251,8.021596578592004e-09,1.244418337968251e-08,1.5951874265032806e-09,-2.7724559055640285,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,252,7.982299248879172e-09,1.2601029142140557e-08,1.5761147128488273e-09,-2.930452876055595,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,253,7.202478555538099e-09,1.2154757573750623e-08,1.3855006712284605e-09,-3.57436060555753,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,254,7.69658323057671e-09,1.1866430434912359e-08,1.4146778534360763e-09,-2.947559540999111,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,255,6.9288191382744276e-09,1.16862330901122e-08,1.4240131947125305e-09,-3.3408496280107607,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,256,6.503785548423227e-09,1.1794657035287797e-08,1.4584538165277157e-09,-3.6277264503726743,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,257,6.88248987373138e-09,1.1596802746196869e-08,1.4921239696181452e-09,-3.1594646078046353,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,258,6.787370684775398e-09,1.1951650073407436e-08,1.4833000376972694e-09,-3.481614816547338,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,259,6.094537050493466e-09,1.174088074557075e-08,1.4446576526758252e-09,-3.9084302669348743,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,260,6.462451992132259e-09,1.1511663541722288e-08,1.3635754137469458e-09,-3.7029206442754687,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,261,6.496034264263525e-09,1.1743160423230518e-08,1.384268756021808e-09,-3.790540049496233,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,262,6.617161580518727e-09,1.1417427091328385e-08,1.3580428612221878e-09,-3.5346936741669546,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,263,6.285738611082173e-09,1.1542275898654318e-08,1.3659240536946403e-09,-3.848337887713391,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,264,5.180144326620653e-09,1.1398609435477348e-08,1.4107432532909919e-09,-4.407935387498905,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,265,5.187642594686157e-09,1.1412375944932233e-08,1.3317494506367972e-09,-4.674102435161224,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,266,5.424231452729702e-09,1.15523645158323e-08,1.3913385461547424e-09,-4.4044873765906845,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,267,5.513530795236711e-09,1.1041890840729444e-08,1.3055705923868322e-09,-4.234439775015027,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,268,5.36668291534319e-09,1.1241005836920364e-08,1.3986779427011557e-09,-4.199911031865248,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,269,5.436621180845388e-09,1.1355658011662387e-08,1.426894815548791e-09,-4.148194223090304,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,270,5.396591625079162e-09,1.1227839189112281e-08,1.3679162799221554e-09,-4.262868751269602,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,271,5.736960146121739e-09,1.116684136313959e-08,1.3867515488049997e-09,-3.9155400415430743,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,272,5.1357771532225606e-09,1.0918260446408422e-08,1.3048808445861695e-09,-4.431426300092343,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,273,4.889708508308026e-09,1.1238157143910742e-08,1.4260929848710973e-09,-4.451637237509127,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,274,4.98199443268091e-09,1.1104352905766236e-08,1.4454657637215421e-09,-4.235561039731932,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,275,4.9998423841160125e-09,1.092722925118858e-08,1.3670586935468903e-09,-4.3358686024619155,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,276,4.7470363689791945e-09,1.0976336609099728e-08,1.4994345325386146e-09,-4.154432957852471,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,277,4.225700954525786e-09,1.0807281320463518e-08,1.3341364213883686e-09,-4.9332139205738885,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,278,4.128301322879068e-09,1.113545517726711e-08,1.4508313931277025e-09,-4.8297506433756014,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,279,4.195267416882043e-09,1.0937439965011178e-08,1.4619535656137438e-09,-4.61175560339955,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,280,3.953260865020833e-09,1.0633783880572297e-08,1.3180108838794472e-09,-5.068640249682872,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,281,3.513092575918019e-09,1.0897237943680663e-08,1.4038290302662108e-09,-5.260003325591845,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,282,4.241818761328159e-09,1.061312132570338e-08,1.2519102323976515e-09,-5.089264708838538,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,283,4.3722049788121e-09,1.0766224619650957e-08,1.3603769508398638e-09,-4.700182281750175,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,284,3.831802152723293e-09,1.039081860450939e-08,1.3082630005462179e-09,-5.013530497344661,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,285,4.118670944817302e-09,1.049739577900701e-08,1.2912937468524553e-09,-4.939793791875729,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,286,3.665997879382763e-09,1.0498370053258414e-08,1.277047979151563e-09,-5.3501295843362895,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,287,3.5989553748315446e-09,1.0376438779308347e-08,1.2748542246293442e-09,-5.316281088096416,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,288,3.7170108671081076e-09,1.0390858780042476e-08,1.3373976237615932e-09,-4.990174794959902,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,289,3.749285705066936e-09,1.0299100008964026e-08,1.2548666985189898e-09,-5.219529940213784,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,290,3.55301620654117e-09,1.0430017654242629e-08,1.1800924531615449e-09,-5.8275107422960994,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,291,3.472860176197185e-09,1.028050231657113e-08,1.1906109848384643e-09,-5.717771990233712,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,292,3.54438818085407e-09,1.0234051966161936e-08,1.2572696834806006e-09,-5.320786680219897,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,293,3.3597136347687967e-09,1.016974088327212e-08,1.329880921415365e-09,-5.120779717070872,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,294,3.4493865337800457e-09,1.0199399307235454e-08,1.2517772471412633e-09,-5.392343397254343,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,295,3.580464713834663e-09,1.0130689151415433e-08,1.2757028224354908e-09,-5.134600568708861,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,296,3.1455121282246156e-09,1.0100320545448444e-08,1.2376631950282039e-09,-5.619306161128385,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,297,3.0391895618224855e-09,1.0088870493288015e-08,1.2249761471004115e-09,-5.7549536357524405,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,298,2.9350985170528807e-09,9.951250641634898e-09,1.24018819170247e-09,-5.657328598614203,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,299,3.2007012222381398e-09,1.0052667567114792e-08,1.2049570259832874e-09,-5.6864819218637335,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,300,3.4471214963257473e-09,1.0049627861574065e-08,1.1748954754935966e-09,-5.619654261137124,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,301,3.0091882665052984e-09,9.754563842319531e-09,1.2041530122369805e-09,-5.601759500051581,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,302,2.9365693766017924e-09,1.0080745543964172e-08,1.2651675544886387e-09,-5.646822147798398,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,303,2.6933185920142457e-09,9.704180542440738e-09,1.1397798563062386e-09,-6.151066727172267,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,304,2.550001109493006e-09,1.0025378978156932e-08,1.2135619798078547e-09,-6.159864920823834,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,305,2.466057481305642e-09,9.653038567053899e-09,1.2511401795546814e-09,-5.744345200636367,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,306,2.4734084794696013e-09,9.725505902821932e-09,1.2427486088494332e-09,-5.835530510121832,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,307,2.5080910862059565e-09,9.897618221230465e-09,1.2440470367136297e-09,-5.939909759799156,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,308,2.7963700968834688e-09,9.482849823026129e-09,1.1759782322629696e-09,-5.6858873257166245,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,309,2.6620900778995918e-09,9.574623610498038e-09,1.1015018046837763e-09,-6.2755535244746365,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,310,2.6781412161482828e-09,9.398752825527274e-09,1.1129330012330714e-09,-6.038648869188807,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,311,2.4580357486304067e-09,9.680892068067124e-09,1.2032057576543358e-09,-6.003010103207753,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,312,2.6011597216183066e-09,9.86590180473845e-09,1.2280478140821534e-09,-5.915683412172216,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,313,2.5656526284848877e-09,9.354559618975709e-09,1.1529902343052008e-09,-5.888087156767516,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,314,2.360178849108666e-09,9.600878883661082e-09,1.2062700648362505e-09,-6.002553031551298,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,315,2.605818895756748e-09,9.353496061518152e-09,1.1775974934830557e-09,-5.730036963481781,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,316,2.315928861038649e-09,9.594172555148507e-09,1.2561135130208605e-09,-5.794256345993936,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,317,2.237150834171904e-09,9.64194766789163e-09,1.3008994996510286e-09,-5.692059098882037,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,318,2.0649537282322954e-09,9.119085660818909e-09,1.1360567462699691e-09,-6.209313008128813,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,319,2.3919589599010415e-09,9.496668929632833e-09,1.168676684582088e-09,-6.07927758246704,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,320,2.4981930676819805e-09,9.168115143040153e-09,1.113545978657933e-09,-5.989803926549032,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,321,2.4049108274928576e-09,9.401488925637255e-09,1.1303992568539721e-09,-6.189475139621605,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,322,2.2928199495616074e-09,9.016664895640081e-09,1.0954413032700574e-09,-6.138023941590283,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,323,2.3820294090091385e-09,9.202859377592254e-09,1.2127637228683473e-09,-5.624203494849719,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,324,2.4481038651944677e-09,9.427988404206542e-09,1.1445000777733316e-09,-6.098631773439199,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,325,2.207811574443231e-09,9.063133809045559e-09,1.1742183532054316e-09,-5.83820054923207,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,326,2.2292955323811485e-09,9.045242059595865e-09,1.0984066539105715e-09,-6.205303384633035,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,327,1.902914003576305e-09,9.076626486237496e-09,1.115960094027352e-09,-6.428287643129077,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,328,1.6948595801924784e-09,9.025782183843701e-09,1.0856704869579934e-09,-6.75243795582229,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,329,1.6357414715737135e-09,9.209661985856579e-09,1.1070284442133312e-09,-6.841667487292967,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,330,1.7228971740948074e-09,8.780764818082814e-09,1.0795438613593557e-09,-6.537823887119119,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,331,1.9405613279547613e-09,8.940587235335044e-09,1.0414133914925653e-09,-6.721659203313842,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,332,2.152215209791494e-09,9.001274059117968e-09,1.0709238522752697e-09,-6.395467646719289,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,333,1.963660542475949e-09,9.10971667153393e-09,1.160803968991499e-09,-6.156126546729885,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,334,1.8490443552206772e-09,9.057273381451907e-09,1.1591081914628312e-09,-6.218771534289837,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,335,1.7625944648723012e-09,8.74566493971419e-09,1.09045014981554e-09,-6.4038420060037975,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,336,1.7851252761833337e-09,8.977426809224833e-09,1.1619014684098115e-09,-6.190113127996082,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,337,1.8839359622317116e-09,8.827509822525838e-09,1.1099607714637973e-09,-6.255693028805927,1.0
TT,256,512,1024,0.0,value,hann,True,phi-roll,500,0,338,1.6704353830063987e-09,8.763097103435162e-09,1.1649943145698268e-09,-6.0881513598182,1.0
