channel,note,p_mc,psd,stream_n,target_f,target_period
BB,,0.6227544910179641,0.4814341356132451,131838,0.0072992700729927005,137.0
BB,,0.017964071856287425,4.609790169927168,131838,0.007194244604316547,139.0
BB,scan_peak,,4.97128771188021,131838,0.0071963154864710666,138.9599999999973
