kind,channel,label,raw,freq,bin,psd_obs,p_mc,p_global
target,BB,p=137,137,0.00729927007299,111,1.33609637494,0.17,
target,BB,p=139,139,0.00719424460432,110,3.57970669833,0.0033333333333333335,
scan_peak,BB,p=139.28,,0.00717978173464,109,3.89793189799,,0.006666666666666667
scan,BB,p=138.4,138.4,0.00722543352601,110,3.57970669833,,
scan,BB,p=138.402,138.402,0.00722532911374,110,3.57970669833,,
scan,BB,p=138.404,138.404,0.00722522470449,110,3.57970669833,,
scan,BB,p=138.406,138.406,0.00722512029825,110,3.57970669833,,
scan,BB,p=138.408,138.408,0.00722501589503,110,3.57970669833,,
scan,BB,p=138.41,138.41,0.00722491149483,110,3.57970669833,,
scan,BB,p=138.412,138.412,0.00722480709765,110,3.57970669833,,
scan,BB,p=138.414,138.414,0.00722470270348,110,3.57970669833,,
scan,BB,p=138.416,138.416,0.00722459831233,110,3.57970669833,,
scan,BB,p=138.418,138.418,0.0072244939242,110,3.57970669833,,
scan,BB,p=138.42,138.42,0.00722438953908,110,3.57970669833,,
scan,BB,p=138.422,138.422,0.00722428515698,110,3.57970669833,,
scan,BB,p=138.424,138.424,0.0072241807779,110,3.57970669833,,
scan,BB,p=138.426,138.426,0.00722407640183,110,3.57970669833,,
scan,BB,p=138.428,138.428,0.00722397202878,110,3.57970669833,,
scan,BB,p=138.43,138.43,0.00722386765874,110,3.57970669833,,
scan,BB,p=138.432,138.432,0.00722376329172,110,3.57970669833,,
scan,BB,p=138.434,138.434,0.00722365892772,110,3.57970669833,,
scan,BB,p=138.436,138.436,0.00722355456673,110,3.57970669833,,
scan,BB,p=138.438,138.438,0.00722345020876,110,3.57970669833,,
scan,BB,p=138.44,138.44,0.0072233458538,110,3.57970669833,,
scan,BB,p=138.442,138.442,0.00722324150186,110,3.57970669833,,
scan,BB,p=138.444,138.444,0.00722313715293,110,3.57970669833,,
scan,BB,p=138.446,138.446,0.00722303280702,110,3.57970669833,,
scan,BB,p=138.448,138.448,0.00722292846412,110,3.57970669833,,
scan,BB,p=138.45,138.45,0.00722282412423,110,3.57970669833,,
scan,BB,p=138.452,138.452,0.00722271978736,110,3.57970669833,,
scan,BB,p=138.454,138.454,0.00722261545351,110,3.57970669833,,
scan,BB,p=138.456,138.456,0.00722251112267,110,3.57970669833,,
scan,BB,p=138.458,138.458,0.00722240679484,110,3.57970669833,,
scan,BB,p=138.46,138.46,0.00722230247003,110,3.57970669833,,
scan,BB,p=138.462,138.462,0.00722219814823,110,3.57970669833,,
scan,BB,p=138.464,138.464,0.00722209382944,110,3.57970669833,,
scan,BB,p=138.466,138.466,0.00722198951367,110,3.57970669833,,
scan,BB,p=138.468,138.468,0.00722188520091,110,3.57970669833,,
scan,BB,p=138.47,138.47,0.00722178089117,110,3.57970669833,,
scan,BB,p=138.472,138.472,0.00722167658444,110,3.57970669833,,
scan,BB,p=138.474,138.474,0.00722157228072,110,3.57970669833,,
scan,BB,p=138.476,138.476,0.00722146798001,110,3.57970669833,,
scan,BB,p=138.478,138.478,0.00722136368232,110,3.57970669833,,
scan,BB,p=138.48,138.48,0.00722125938764,110,3.57970669833,,
scan,BB,p=138.482,138.482,0.00722115509597,110,3.57970669833,,
scan,BB,p=138.484,138.484,0.00722105080731,110,3.57970669833,,
scan,BB,p=138.486,138.486,0.00722094652167,110,3.57970669833,,
scan,BB,p=138.488,138.488,0.00722084223904,110,3.57970669833,,
