channel,stat,ell1,ell2,value,p_emp
TT,S,137,,0.08742641980658779,0.4215686274509804
TT,S,139,,0.07882849411013594,0.47058823529411764
TT,C,137,139,0.05925441160822557,0.6381180940952952
