kind,channel,label,raw,freq,bin,psd_obs,p_mc,p_global
target,BB,p=138.96,138.96,0.00719631548647,110,3.57970669833,0.009,
scan_peak,BB,p=138.8,,0.00720461095101,110,3.57970669833,,0.009
scan,BB,p=138.8,138.8,0.00720461095101,110,3.57970669833,,
scan,BB,p=138.802,138.802,0.00720450713967,110,3.57970669833,,
scan,BB,p=138.804,138.804,0.00720440333132,110,3.57970669833,,
scan,BB,p=138.806,138.806,0.00720429952596,110,3.57970669833,,
scan,BB,p=138.808,138.808,0.00720419572359,110,3.57970669833,,
scan,BB,p=138.81,138.81,0.00720409192421,110,3.57970669833,,
scan,BB,p=138.812,138.812,0.00720398812783,110,3.57970669833,,
scan,BB,p=138.814,138.814,0.00720388433443,110,3.57970669833,,
scan,BB,p=138.816,138.816,0.00720378054403,110,3.57970669833,,
scan,BB,p=138.818,138.818,0.00720367675662,110,3.57970669833,,
scan,BB,p=138.82,138.82,0.00720357297219,110,3.57970669833,,
scan,BB,p=138.822,138.822,0.00720346919076,110,3.57970669833,,
scan,BB,p=138.824,138.824,0.00720336541232,110,3.57970669833,,
scan,BB,p=138.826,138.826,0.00720326163687,110,3.57970669833,,
scan,BB,p=138.828,138.828,0.00720315786441,110,3.57970669833,,
scan,BB,p=138.83,138.83,0.00720305409494,110,3.57970669833,,
scan,BB,p=138.832,138.832,0.00720295032845,110,3.57970669833,,
scan,BB,p=138.834,138.834,0.00720284656496,110,3.57970669833,,
scan,BB,p=138.836,138.836,0.00720274280446,110,3.57970669833,,
scan,BB,p=138.838,138.838,0.00720263904695,110,3.57970669833,,
scan,BB,p=138.84,138.84,0.00720253529242,110,3.57970669833,,
scan,BB,p=138.842,138.842,0.00720243154089,110,3.57970669833,,
scan,BB,p=138.844,138.844,0.00720232779234,110,3.57970669833,,
scan,BB,p=138.846,138.846,0.00720222404679,110,3.57970669833,,
scan,BB,p=138.848,138.848,0.00720212030422,110,3.57970669833,,
scan,BB,p=138.85,138.85,0.00720201656464,110,3.57970669833,,
scan,BB,p=138.852,138.852,0.00720191282805,110,3.57970669833,,
scan,BB,p=138.854,138.854,0.00720180909444,110,3.57970669833,,
scan,BB,p=138.856,138.856,0.00720170536383,110,3.57970669833,,
scan,BB,p=138.858,138.858,0.0072016016362,110,3.57970669833,,
scan,BB,p=138.86,138.86,0.00720149791157,110,3.57970669833,,
scan,BB,p=138.862,138.862,0.00720139418992,110,3.57970669833,,
scan,BB,p=138.864,138.864,0.00720129047125,110,3.57970669833,,
scan,BB,p=138.866,138.866,0.00720118675558,110,3.57970669833,,
scan,BB,p=138.868,138.868,0.00720108304289,110,3.57970669833,,
scan,BB,p=138.87,138.87,0.00720097933319,110,3.57970669833,,
scan,BB,p=138.872,138.872,0.00720087562648,110,3.57970669833,,
scan,BB,p=138.874,138.874,0.00720077192275,110,3.57970669833,,
scan,BB,p=138.876,138.876,0.00720066822201,110,3.57970669833,,
scan,BB,p=138.878,138.878,0.00720056452426,110,3.57970669833,,
scan,BB,p=138.88,138.88,0.00720046082949,110,3.57970669833,,
scan,BB,p=138.882,138.882,0.00720035713771,110,3.57970669833,,
scan,BB,p=138.884,138.884,0.00720025344892,110,3.57970669833,,
scan,BB,p=138.886,138.886,0.00720014976312,110,3.57970669833,,
scan,BB,p=138.888,138.888,0.00720004608029,110,3.57970669833,,
scan,BB,p=138.89,138.89,0.00719994240046,110,3.57970669833,,
scan,BB,p=138.892,138.892,0.00719983872361,110,3.57970669833,,
scan,BB,p=138.894,138.894,0.00719973504975,110,3.57970669833,,
scan,BB,p=138.896,138.896,0.00719963137887,110,3.57970669833,,
scan,BB,p=138.898,138.898,0.00719952771098,110,3.57970669833,,
scan,BB,p=138.9,138.9,0.00719942404608,110,3.57970669833,,
scan,BB,p=138.902,138.902,0.00719932038416,110,3.57970669833,,
scan,BB,p=138.904,138.904,0.00719921672522,110,3.57970669833,,
scan,BB,p=138.906,138.906,0.00719911306927,110,3.57970669833,,
scan,BB,p=138.908,138.908,0.0071990094163,110,3.57970669833,,
scan,BB,p=138.91,138.91,0.00719890576632,110,3.57970669833,,
scan,BB,p=138.912,138.912,0.00719880211933,110,3.57970669833,,
scan,BB,p=138.914,138.914,0.00719869847532,110,3.57970669833,,
scan,BB,p=138.916,138.916,0.00719859483429,110,3.57970669833,,
scan,BB,p=138.918,138.918,0.00719849119625,110,3.57970669833,,
scan,BB,p=138.92,138.92,0.00719838756119,110,3.57970669833,,
scan,BB,p=138.922,138.922,0.00719828392911,110,3.57970669833,,
scan,BB,p=138.924,138.924,0.00719818030002,110,3.57970669833,,
scan,BB,p=138.926,138.926,0.00719807667391,110,3.57970669833,,
scan,BB,p=138.928,138.928,0.00719797305079,110,3.57970669833,,
scan,BB,p=138.93,138.93,0.00719786943065,110,3.57970669833,,
scan,BB,p=138.932,138.932,0.00719776581349,110,3.57970669833,,
scan,BB,p=138.934,138.934,0.00719766219932,110,3.57970669833,,
scan,BB,p=138.936,138.936,0.00719755858813,110,3.57970669833,,
scan,BB,p=138.938,138.938,0.00719745497992,110,3.57970669833,,
scan,BB,p=138.94,138.94,0.00719735137469,110,3.57970669833,,
scan,BB,p=138.942,138.942,0.00719724777245,110,3.57970669833,,
scan,BB,p=138.944,138.944,0.00719714417319,110,3.57970669833,,
scan,BB,p=138.946,138.946,0.00719704057691,110,3.57970669833,,
scan,BB,p=138.948,138.948,0.00719693698362,110,3.57970669833,,
scan,BB,p=138.95,138.95,0.00719683339331,110,3.57970669833,,
scan,BB,p=138.952,138.952,0.00719672980598,110,3.57970669833,,
scan,BB,p=138.954,138.954,0.00719662622163,110,3.57970669833,,
scan,BB,p=138.956,138.956,0.00719652264026,110,3.57970669833,,
scan,BB,p=138.958,138.958,0.00719641906187,110,3.57970669833,,
scan,BB,p=138.96,138.96,0.00719631548647,110,3.57970669833,,
scan,BB,p=138.962,138.962,0.00719621191405,110,3.57970669833,,
scan,BB,p=138.964,138.964,0.00719610834461,110,3.57970669833,,
scan,BB,p=138.966,138.966,0.00719600477815,110,3.57970669833,,
scan,BB,p=138.968,138.968,0.00719590121467,110,3.57970669833,,
scan,BB,p=138.97,138.97,0.00719579765417,110,3.57970669833,,
scan,BB,p=138.972,138.972,0.00719569409665,110,3.57970669833,,
scan,BB,p=138.974,138.974,0.00719559054212,110,3.57970669833,,
scan,BB,p=138.976,138.976,0.00719548699056,110,3.57970669833,,
scan,BB,p=138.978,138.978,0.00719538344198,110,3.57970669833,,
scan,BB,p=138.98,138.98,0.00719527989639,110,3.57970669833,,
scan,BB,p=138.982,138.982,0.00719517635377,110,3.57970669833,,
scan,BB,p=138.984,138.984,0.00719507281414,110,3.57970669833,,
scan,BB,p=138.986,138.986,0.00719496927748,110,3.57970669833,,
scan,BB,p=138.988,138.988,0.00719486574381,110,3.57970669833,,
scan,BB,p=138.99,138.99,0.00719476221311,110,3.57970669833,,
scan,BB,p=138.992,138.992,0.00719465868539,110,3.57970669833,,
scan,BB,p=138.994,138.994,0.00719455516065,110,3.57970669833,,
scan,BB,p=138.996,138.996,0.0071944516389,110,3.57970669833,,
scan,BB,p=138.998,138.998,0.00719434812012,110,3.57970669833,,
scan,BB,p=139,139,0.00719424460432,110,3.57970669833,,
scan,BB,p=139.002,139.002,0.0071941410915,110,3.57970669833,,
scan,BB,p=139.004,139.004,0.00719403758165,110,3.57970669833,,
scan,BB,p=139.006,139.006,0.00719393407479,110,3.57970669833,,
scan,BB,p=139.008,139.008,0.0071938305709,110,3.57970669833,,
scan,BB,p=139.01,139.01,0.00719372706999,110,3.57970669833,,
scan,BB,p=139.012,139.012,0.00719362357207,110,3.57970669833,,
scan,BB,p=139.014,139.014,0.00719352007711,110,3.57970669833,,
scan,BB,p=139.016,139.016,0.00719341658514,110,3.57970669833,,
scan,BB,p=139.018,139.018,0.00719331309615,110,3.57970669833,,
scan,BB,p=139.02,139.02,0.00719320961013,110,3.57970669833,,
scan,BB,p=139.022,139.022,0.00719310612709,110,3.57970669833,,
scan,BB,p=139.024,139.024,0.00719300264702,110,3.57970669833,,
scan,BB,p=139.026,139.026,0.00719289916994,110,3.57970669833,,
scan,BB,p=139.028,139.028,0.00719279569583,110,3.57970669833,,
scan,BB,p=139.03,139.03,0.0071926922247,110,3.57970669833,,
scan,BB,p=139.032,139.032,0.00719258875655,110,3.57970669833,,
scan,BB,p=139.034,139.034,0.00719248529137,110,3.57970669833,,
scan,BB,p=139.036,139.036,0.00719238182917,110,3.57970669833,,
scan,BB,p=139.038,139.038,0.00719227836994,110,3.57970669833,,
scan,BB,p=139.04,139.04,0.00719217491369,110,3.57970669833,,
scan,BB,p=139.042,139.042,0.00719207146042,110,3.57970669833,,
scan,BB,p=139.044,139.044,0.00719196801013,110,3.57970669833,,
scan,BB,p=139.046,139.046,0.00719186456281,110,3.57970669833,,
scan,BB,p=139.048,139.048,0.00719176111846,110,3.57970669833,,
scan,BB,p=139.05,139.05,0.00719165767709,110,3.57970669833,,
scan,BB,p=139.052,139.052,0.0071915542387,110,3.57970669833,,
scan,BB,p=139.054,139.054,0.00719145080329,110,3.57970669833,,
scan,BB,p=139.056,139.056,0.00719134737084,110,3.57970669833,,
scan,BB,p=139.058,139.058,0.00719124394138,110,3.57970669833,,
scan,BB,p=139.06,139.06,0.00719114051489,110,3.57970669833,,
scan,BB,p=139.062,139.062,0.00719103709137,110,3.57970669833,,
scan,BB,p=139.064,139.064,0.00719093367083,110,3.57970669833,,
scan,BB,p=139.066,139.066,0.00719083025326,110,3.57970669833,,
scan,BB,p=139.068,139.068,0.00719072683867,110,3.57970669833,,
scan,BB,p=139.07,139.07,0.00719062342705,110,3.57970669833,,
scan,BB,p=139.072,139.072,0.00719052001841,110,3.57970669833,,
scan,BB,p=139.074,139.074,0.00719041661274,110,3.57970669833,,
scan,BB,p=139.076,139.076,0.00719031321004,110,3.57970669833,,
scan,BB,p=139.078,139.078,0.00719020981032,110,3.57970669833,,
scan,BB,p=139.08,139.08,0.00719010641357,110,3.57970669833,,
scan,BB,p=139.082,139.082,0.0071900030198,110,3.57970669833,,
scan,BB,p=139.084,139.084,0.007189899629,110,3.57970669833,,
scan,BB,p=139.086,139.086,0.00718979624117,110,3.57970669833,,
scan,BB,p=139.088,139.088,0.00718969285632,110,3.57970669833,,
scan,BB,p=139.09,139.09,0.00718958947444,110,3.57970669833,,
scan,BB,p=139.092,139.092,0.00718948609553,110,3.57970669833,,
scan,BB,p=139.094,139.094,0.0071893827196,110,3.57970669833,,
scan,BB,p=139.096,139.096,0.00718927934664,110,3.57970669833,,
scan,BB,p=139.098,139.098,0.00718917597665,110,3.57970669833,,
scan,BB,p=139.1,139.1,0.00718907260963,110,3.57970669833,,
scan,BB,p=139.102,139.102,0.00718896924559,110,3.57970669833,,
scan,BB,p=139.104,139.104,0.00718886588452,110,3.57970669833,,
scan,BB,p=139.106,139.106,0.00718876252642,110,3.57970669833,,
scan,BB,p=139.108,139.108,0.00718865917129,110,3.57970669833,,
scan,BB,p=139.11,139.11,0.00718855581914,110,3.57970669833,,
scan,BB,p=139.112,139.112,0.00718845246995,110,3.57970669833,,
scan,BB,p=139.114,139.114,0.00718834912374,110,3.57970669833,,
scan,BB,p=139.116,139.116,0.0071882457805,110,3.57970669833,,
scan,BB,p=139.118,139.118,0.00718814244023,110,3.57970669833,,
scan,BB,p=139.12,139.12,0.00718803910293,110,3.57970669833,,
scan,BB,p=139.122,139.122,0.00718793576861,110,3.57970669833,,
scan,BB,p=139.124,139.124,0.00718783243725,110,3.57970669833,,
scan,BB,p=139.126,139.126,0.00718772910887,110,3.57970669833,,
scan,BB,p=139.128,139.128,0.00718762578345,110,3.57970669833,,
scan,BB,p=139.13,139.13,0.00718752246101,110,3.57970669833,,
scan,BB,p=139.132,139.132,0.00718741914153,110,3.57970669833,,
scan,BB,p=139.134,139.134,0.00718731582503,110,3.57970669833,,
scan,BB,p=139.136,139.136,0.0071872125115,110,3.57970669833,,
scan,BB,p=139.138,139.138,0.00718710920094,110,3.57970669833,,
scan,BB,p=139.14,139.14,0.00718700589334,110,3.57970669833,,
scan,BB,p=139.142,139.142,0.00718690258872,110,3.57970669833,,
scan,BB,p=139.144,139.144,0.00718679928707,110,3.57970669833,,
scan,BB,p=139.146,139.146,0.00718669598839,110,3.57970669833,,
scan,BB,p=139.148,139.148,0.00718659269267,110,3.57970669833,,
scan,BB,p=139.15,139.15,0.00718648939993,110,3.57970669833,,
scan,BB,p=139.152,139.152,0.00718638611015,110,3.57970669833,,
scan,BB,p=139.154,139.154,0.00718628282335,110,3.57970669833,,
scan,BB,p=139.156,139.156,0.00718617953951,110,3.57970669833,,
scan,BB,p=139.158,139.158,0.00718607625864,110,3.57970669833,,
scan,BB,p=139.16,139.16,0.00718597298074,110,3.57970669833,,
scan,BB,p=139.162,139.162,0.00718586970581,110,3.57970669833,,
scan,BB,p=139.164,139.164,0.00718576643385,110,3.57970669833,,
scan,BB,p=139.166,139.166,0.00718566316485,110,3.57970669833,,
scan,BB,p=139.168,139.168,0.00718555989883,110,3.57970669833,,
scan,BB,p=139.17,139.17,0.00718545663577,110,3.57970669833,,
scan,BB,p=139.172,139.172,0.00718535337568,110,3.57970669833,,
scan,BB,p=139.174,139.174,0.00718525011856,110,3.57970669833,,
scan,BB,p=139.176,139.176,0.0071851468644,110,3.57970669833,,
scan,BB,p=139.178,139.178,0.00718504361321,110,3.57970669833,,
scan,BB,p=139.18,139.18,0.00718494036499,110,3.57970669833,,
scan,BB,p=139.182,139.182,0.00718483711974,110,3.57970669833,,
scan,BB,p=139.184,139.184,0.00718473387746,110,3.57970669833,,
scan,BB,p=139.186,139.186,0.00718463063814,110,3.57970669833,,
scan,BB,p=139.188,139.188,0.00718452740179,110,3.57970669833,,
scan,BB,p=139.19,139.19,0.0071844241684,110,3.57970669833,,
scan,BB,p=139.192,139.192,0.00718432093798,110,3.57970669833,,
scan,BB,p=139.194,139.194,0.00718421771053,110,3.57970669833,,
scan,BB,p=139.196,139.196,0.00718411448605,110,3.57970669833,,
scan,BB,p=139.198,139.198,0.00718401126453,110,3.57970669833,,
scan,BB,p=139.2,139.2,0.00718390804598,110,3.57970669833,,
