kind,channel,label,raw,freq,bin,psd_obs,p_mc,p_global
target,BB,p=137,137,0.00729927007299,222,0.453421173245,0.6066666666666667,
target,BB,p=139,139,0.00719424460432,219,0.157850398256,0.8166666666666667,
scan_peak,BB,p=139.136,,0.0071872125115,218,1.4707501557,,0.49
scan,BB,p=138.4,138.4,0.00722543352601,220,0.0770609880382,,
scan,BB,p=138.402,138.402,0.00722532911374,220,0.0770609880382,,
scan,BB,p=138.404,138.404,0.00722522470449,220,0.0770609880382,,
scan,BB,p=138.406,138.406,0.00722512029825,220,0.0770609880382,,
scan,BB,p=138.408,138.408,0.00722501589503,220,0.0770609880382,,
scan,BB,p=138.41,138.41,0.00722491149483,220,0.0770609880382,,
scan,BB,p=138.412,138.412,0.00722480709765,220,0.0770609880382,,
scan,BB,p=138.414,138.414,0.00722470270348,220,0.0770609880382,,
scan,BB,p=138.416,138.416,0.00722459831233,220,0.0770609880382,,
scan,BB,p=138.418,138.418,0.0072244939242,220,0.0770609880382,,
scan,BB,p=138.42,138.42,0.00722438953908,220,0.0770609880382,,
scan,BB,p=138.422,138.422,0.00722428515698,220,0.0770609880382,,
scan,BB,p=138.424,138.424,0.0072241807779,220,0.0770609880382,,
scan,BB,p=138.426,138.426,0.00722407640183,220,0.0770609880382,,
scan,BB,p=138.428,138.428,0.00722397202878,220,0.0770609880382,,
scan,BB,p=138.43,138.43,0.00722386765874,220,0.0770609880382,,
scan,BB,p=138.432,138.432,0.00722376329172,220,0.0770609880382,,
scan,BB,p=138.434,138.434,0.00722365892772,220,0.0770609880382,,
scan,BB,p=138.436,138.436,0.00722355456673,220,0.0770609880382,,
scan,BB,p=138.438,138.438,0.00722345020876,220,0.0770609880382,,
scan,BB,p=138.44,138.44,0.0072233458538,220,0.0770609880382,,
scan,BB,p=138.442,138.442,0.00722324150186,220,0.0770609880382,,
scan,BB,p=138.444,138.444,0.00722313715293,220,0.0770609880382,,
scan,BB,p=138.446,138.446,0.00722303280702,220,0.0770609880382,,
scan,BB,p=138.448,138.448,0.00722292846412,220,0.0770609880382,,
scan,BB,p=138.45,138.45,0.00722282412423,220,0.0770609880382,,
scan,BB,p=138.452,138.452,0.00722271978736,220,0.0770609880382,,
scan,BB,p=138.454,138.454,0.00722261545351,220,0.0770609880382,,
scan,BB,p=138.456,138.456,0.00722251112267,220,0.0770609880382,,
scan,BB,p=138.458,138.458,0.00722240679484,220,0.0770609880382,,
scan,BB,p=138.46,138.46,0.00722230247003,220,0.0770609880382,,
scan,BB,p=138.462,138.462,0.00722219814823,220,0.0770609880382,,
scan,BB,p=138.464,138.464,0.00722209382944,220,0.0770609880382,,
scan,BB,p=138.466,138.466,0.00722198951367,220,0.0770609880382,,
scan,BB,p=138.468,138.468,0.00722188520091,220,0.0770609880382,,
scan,BB,p=138.47,138.47,0.00722178089117,220,0.0770609880382,,
scan,BB,p=138.472,138.472,0.00722167658444,220,0.0770609880382,,
scan,BB,p=138.474,138.474,0.00722157228072,220,0.0770609880382,,
scan,BB,p=138.476,138.476,0.00722146798001,220,0.0770609880382,,
scan,BB,p=138.478,138.478,0.00722136368232,220,0.0770609880382,,
scan,BB,p=138.48,138.48,0.00722125938764,220,0.0770609880382,,
scan,BB,p=138.482,138.482,0.00722115509597,220,0.0770609880382,,
scan,BB,p=138.484,138.484,0.00722105080731,220,0.0770609880382,,
scan,BB,p=138.486,138.486,0.00722094652167,220,0.0770609880382,,
scan,BB,p=138.488,138.488,0.00722084223904,220,0.0770609880382,,
scan,BB,p=138.49,138.49,0.00722073795942,220,0.0770609880382,,
scan,BB,p=138.492,138.492,0.00722063368281,220,0.0770609880382,,
scan,BB,p=138.494,138.494,0.00722052940922,220,0.0770609880382,,
scan,BB,p=138.496,138.496,0.00722042513863,220,0.0770609880382,,
scan,BB,p=138.498,138.498,0.00722032087106,220,0.0770609880382,,
scan,BB,p=138.5,138.5,0.0072202166065,220,0.0770609880382,,
scan,BB,p=138.502,138.502,0.00722011234495,219,0.157850398256,,
scan,BB,p=138.504,138.504,0.00722000808641,219,0.157850398256,,
scan,BB,p=138.506,138.506,0.00721990383088,219,0.157850398256,,
scan,BB,p=138.508,138.508,0.00721979957836,219,0.157850398256,,
scan,BB,p=138.51,138.51,0.00721969532886,219,0.157850398256,,
scan,BB,p=138.512,138.512,0.00721959108236,219,0.157850398256,,
scan,BB,p=138.514,138.514,0.00721948683888,219,0.157850398256,,
scan,BB,p=138.516,138.516,0.0072193825984,219,0.157850398256,,
scan,BB,p=138.518,138.518,0.00721927836094,219,0.157850398256,,
scan,BB,p=138.52,138.52,0.00721917412648,219,0.157850398256,,
scan,BB,p=138.522,138.522,0.00721906989503,219,0.157850398256,,
scan,BB,p=138.524,138.524,0.0072189656666,219,0.157850398256,,
scan,BB,p=138.526,138.526,0.00721886144117,219,0.157850398256,,
scan,BB,p=138.528,138.528,0.00721875721876,219,0.157850398256,,
